,Date,Low,High,Close,Open
3415,2018-03-14,1142.35,1159.76,1148.89,1145.8
3414,2018-03-13,1134.57,1178.0,1139.91,1171.83
3413,2018-03-12,1159.2,1178.16,1165.93,1165.05
3412,2018-03-09,1134.29,1161.0,1160.84,1139.5
3411,2018-03-08,1117.2,1131.44,1129.38,1117.2
3410,2018-03-07,1089.91,1116.2,1115.04,1092.82
3409,2018-03-06,1094.5,1105.63,1100.9,1102.1
3408,2018-03-05,1072.27,1101.18,1094.76,1078.13
3407,2018-03-02,1050.11,1086.89,1084.14,1057.98
3406,2018-03-01,1067.29,1111.27,1071.41,1109.54
3405,2018-02-28,1103.0,1127.65,1103.92,1122.0
3404,2018-02-27,1116.79,1144.25,1117.51,1143.7
3403,2018-02-26,1129.34,1144.2,1143.7,1131.86
3402,2018-02-23,1108.44,1129.0,1128.09,1118.66
3401,2018-02-22,1105.15,1125.46,1109.9,1119.17
3400,2018-02-21,1107.51,1136.2,1113.75,1109.1
3399,2018-02-20,1090.0,1116.29,1103.59,1092.76
3398,2018-02-16,1091.55,1108.31,1095.5,1093.38
3397,2018-02-15,1067.23,1094.1,1091.36,1083.45
3396,2018-02-14,1049.8,1075.47,1072.7,1054.32
3395,2018-02-13,1046.92,1061.22,1054.14,1050.0
3394,2018-02-12,1045.49,1065.57,1054.56,1056.67
3393,2018-02-09,997.0,1051.72,1046.27,1025.88
3392,2018-02-08,1004.7,1063.93,1007.71,1059.87
3391,2018-02-07,1054.62,1086.53,1055.41,1084.97
3390,2018-02-06,1030.01,1087.38,1084.43,1033.98
3389,2018-02-05,1056.74,1114.99,1062.39,1100.61
3388,2018-02-02,1111.17,1131.3,1119.2,1127.42
3387,2018-02-01,1169.36,1187.45,1181.59,1175.99
3386,2018-01-31,1172.1,1186.32,1182.22,1183.81
3385,2018-01-30,1174.51,1187.93,1177.37,1177.72
3384,2018-01-29,1184.06,1198.0,1186.48,1188.0
3383,2018-01-26,1168.03,1187.56,1187.56,1187.53
3382,2018-01-25,1171.84,1185.0,1182.14,1180.71
3381,2018-01-24,1167.4,1187.05,1171.29,1184.98
3380,2018-01-23,1167.25,1178.51,1176.17,1170.62
3379,2018-01-22,1141.82,1166.88,1164.16,1143.82
3378,2018-01-19,1132.5,1143.78,1143.5,1138.03
3377,2018-01-18,1124.46,1140.59,1135.97,1139.35
3376,2018-01-17,1123.49,1139.32,1139.1,1136.36
3375,2018-01-16,1126.66,1148.88,1130.7,1140.31
3374,2018-01-12,1108.01,1131.3,1130.65,1110.1
3373,2018-01-11,1106.48,1114.85,1112.05,1112.31
3372,2018-01-10,1103.98,1112.78,1110.14,1107.0
3371,2018-01-09,1108.2,1118.44,1112.79,1118.44
3370,2018-01-08,1110.0,1119.16,1114.21,1111.0
3369,2018-01-05,1101.8,1113.58,1110.29,1103.45
3368,2018-01-04,1094.26,1104.08,1095.76,1097.09
3367,2018-01-03,1073.43,1096.1,1091.52,1073.93
3366,2018-01-02,1053.02,1075.98,1073.21,1053.02
3365,2017-12-29,1052.7,1058.05,1053.4,1055.49
3364,2017-12-28,1053.38,1064.84,1055.95,1062.25
3363,2017-12-27,1058.38,1068.27,1060.2,1066.6
3362,2017-12-26,1058.64,1068.86,1065.85,1068.64
3361,2017-12-22,1067.64,1071.72,1068.86,1070.0
3360,2017-12-21,1069.0,1077.52,1070.85,1075.39
3359,2017-12-20,1068.6,1081.23,1073.56,1080.92
3358,2017-12-19,1072.27,1084.97,1079.78,1083.02
3357,2017-12-18,1070.37,1086.49,1085.09,1076.45
3356,2017-12-15,1060.09,1075.25,1072.0,1063.78
3355,2017-12-14,1053.6,1067.08,1057.47,1055.49
3354,2017-12-13,1046.58,1055.48,1051.39,1052.08
3353,2017-12-12,1044.87,1062.5,1048.77,1050.0
3352,2017-12-11,1044.12,1056.0,1051.97,1051.11
3351,2017-12-08,1045.86,1056.42,1049.38,1051.81
3350,2017-12-07,1035.36,1048.92,1044.57,1036.07
3349,2017-12-06,1015.31,1039.58,1032.72,1016.52
3348,2017-12-05,1002.32,1036.68,1019.6,1010.99
3347,2017-12-04,1009.22,1031.34,1011.87,1027.8
3346,2017-12-01,1016.9,1037.24,1025.07,1030.41
3345,2017-11-30,1030.07,1044.14,1036.17,1039.94
3344,2017-11-29,1029.65,1058.77,1037.38,1056.18
3343,2017-11-28,1054.54,1080.0,1063.29,1073.99
3342,2017-11-27,1054.77,1073.04,1072.01,1058.57
3341,2017-11-24,1051.92,1060.07,1056.52,1054.39
3340,2017-11-22,1047.25,1055.43,1051.92,1051.16
3339,2017-11-21,1039.14,1050.39,1050.3,1040.04
3338,2017-11-20,1032.68,1038.7,1034.66,1036.0
3337,2017-11-17,1033.73,1051.0,1035.89,1049.8
3336,2017-11-16,1038.0,1051.76,1048.47,1038.75
3335,2017-11-15,1030.76,1039.63,1036.41,1035.0
3334,2017-11-14,1029.33,1042.3,1041.64,1037.72
3333,2017-11-13,1039.26,1048.74,1041.2,1040.8
3332,2017-11-10,1041.22,1046.63,1044.15,1043.87
3331,2017-11-09,1035.85,1050.88,1047.72,1048.0
3330,2017-11-08,1047.05,1062.69,1058.29,1050.05
3329,2017-11-07,1043.0,1053.41,1052.39,1049.65
3328,2017-11-06,1042.0,1052.59,1042.68,1049.1
3327,2017-11-03,1037.65,1050.66,1049.99,1042.75
3326,2017-11-02,1028.66,1045.52,1042.97,1039.99
3325,2017-11-01,1034.0,1047.86,1042.6,1036.32
3324,2017-10-31,1026.3,1041.0,1033.04,1033.0
3323,2017-10-30,1022.33,1039.83,1033.13,1029.16
3322,2017-10-27,1026.85,1063.62,1033.67,1030.99
3321,2017-10-26,990.47,1006.51,991.42,998.47
3320,2017-10-25,977.722,994.43,991.46,986.27
3319,2017-10-24,977.08,989.26,988.49,986.5
3318,2017-10-23,983.1,1005.79,985.54,1005.18
3317,2017-10-20,1002.27,1008.65,1005.07,1007.05
3316,2017-10-19,997.3,1007.32,1001.84,1004.75
3315,2017-10-18,1005.32,1016.31,1012.74,1011.05
3314,2017-10-17,1006.05,1014.56,1011.0,1007.44
3313,2017-10-16,1001.52,1012.0,1009.35,1009.63
3312,2017-10-13,1007.06,1014.76,1007.87,1009.11
3311,2017-10-12,1001.1,1011.54,1005.65,1003.84
3310,2017-10-11,987.94,1007.56,1005.65,989.04
3309,2017-10-10,981.11,997.47,987.8,995.3
3308,2017-10-09,991.5,1000.46,992.31,995.0
3307,2017-10-06,978.51,994.26,993.64,980.0
3306,2017-10-05,970.27,986.5085,985.19,972.79
3305,2017-10-04,965.61,974.4,966.78,971.76
3304,2017-10-03,962.705,972.44,972.08,967.56
3303,2017-10-02,961.95,977.74,967.47,975.65
3302,2017-09-29,966.0,975.81,973.72,966.0
3301,2017-09-28,955.55,966.18,964.81,956.25
3300,2017-09-27,941.95,965.43,959.9,942.74
3299,2017-09-26,935.12,944.08,937.43,936.69
3298,2017-09-25,924.5101,939.75,934.28,939.45
3297,2017-09-22,940.835,950.0,943.26,942.77
3296,2017-09-21,939.38,952.8,947.55,948.13
3295,2017-09-20,937.5,950.0,947.54,937.73
3294,2017-09-19,926.66,937.94,936.86,933.41
3293,2017-09-18,925.4,936.86,929.75,935.01
3292,2017-09-15,931.25,941.75,935.29,940.09
3291,2017-09-14,938.356,948.03,940.13,946.0
3290,2017-09-13,944.74,952.85,950.44,945.5
3289,2017-09-12,937.5,948.085,946.65,946.92
3288,2017-09-11,941.0,952.68,943.29,947.2
3287,2017-09-08,940.01,950.7,941.41,949.7
3286,2017-09-07,937.53,950.4965,949.89,944.25
3285,2017-09-06,932.68,944.5,942.02,943.87
3284,2017-09-05,935.6,951.3854,941.48,946.86
3283,2017-09-01,950.28,958.33,951.99,957.47
3282,2017-08-31,946.25,957.195,955.24,946.3
3281,2017-08-30,934.05,945.86,943.63,935.67
3280,2017-08-29,919.31,938.19,935.75,919.95
3279,2017-08-28,926.11,934.85,928.13,931.88
3278,2017-08-25,930.1,940.73,930.5,939.21
3277,2017-08-24,930.74,946.31,936.89,943.71
3276,2017-08-23,935.24,945.425,942.58,937.0
3275,2017-08-22,926.17,941.9617,940.4,926.96
3274,2017-08-21,918.6,928.25,920.87,925.77
3273,2017-08-18,923.45,931.02,926.18,926.98
3272,2017-08-17,927.64,943.81,927.66,942.95
3271,2017-08-16,940.0391,949.9,944.27,941.25
3270,2017-08-15,936.64,943.07,938.08,941.03
3269,2017-08-14,934.485,941.04,938.93,939.07
3268,2017-08-11,921.22,933.36,930.09,923.71
3267,2017-08-10,921.7768,936.3,923.59,935.0
3266,2017-08-09,933.92,943.76,940.08,938.45
3265,2017-08-08,942.48,952.49,944.19,944.29
3264,2017-08-07,943.5,948.96,945.75,947.52
3263,2017-08-04,939.795,947.54,945.79,943.95
3262,2017-08-03,939.44,950.0,940.3,949.1
3261,2017-08-02,932.521,949.1,947.64,948.37
3260,2017-08-01,944.96,954.49,946.56,947.81
3259,2017-07-31,941.725,961.1925,945.5,960.0
3258,2017-07-28,945.31,961.79,958.33,947.99
3257,2017-07-27,937.06,969.52,952.51,969.18
3256,2017-07-26,960.23,973.95,965.31,972.78
3255,2017-07-25,963.8,976.73,969.03,970.7
3254,2017-07-24,990.2728,1006.19,998.31,994.1
3253,2017-07-21,984.17,995.11,993.84,989.0
3252,2017-07-20,984.62,998.68,992.19,997.0
3251,2017-07-19,987.01,995.6,992.77,990.01
3250,2017-07-18,972.04,990.85,986.95,973.36
3249,2017-07-17,970.8,983.35,975.96,976.32
3248,2017-07-14,970.15,977.54,976.91,974.0
3247,2017-07-13,964.8,978.7,968.85,970.8
3246,2017-07-12,957.04,969.63,967.66,960.86
3245,2017-07-11,945.12,954.89,953.53,950.52
3244,2017-07-10,941.95,953.13,951.0,941.95
3243,2017-07-07,929.79,944.66,940.81,930.985
3242,2017-07-06,919.85,936.14,927.69,925.0
3241,2017-07-05,918.6305,936.29,932.26,924.2
3240,2017-07-03,915.31,934.24,919.46,933.22
3239,2017-06-30,929.61,944.9995,929.68,943.99
3238,2017-06-29,929.6,951.66,937.82,951.35
3237,2017-06-28,936.16,963.24,961.01,950.66
3236,2017-06-27,947.09,967.22,948.09,961.6
3235,2017-06-26,970.33,993.99,972.09,990.0
3234,2017-06-23,974.46,986.62,986.09,975.5
3233,2017-06-22,973.3148,980.5,976.62,976.87
3232,2017-06-21,969.16,979.67,978.59,970.79
3231,2017-06-20,968.2,980.79,968.99,975.31
3230,2017-06-19,968.2,979.3,975.22,969.65
3229,2017-06-16,948.7,959.95,958.62,957.91
3228,2017-06-15,940.37,960.6775,960.18,948.02
3227,2017-06-14,959.5103,979.7,967.93,975.5
3226,2017-06-13,962.01,977.91,970.5,972.04
3225,2017-06-12,936.795,968.0,961.81,958.72
3224,2017-06-09,953.37,1005.5,970.12,1005.49
3223,2017-06-08,996.62,1005.6,1004.28,1004.23
3222,2017-06-07,995.81,1003.91,1001.59,998.82
3221,2017-06-06,994.8,1008.61,996.68,1003.31
3220,2017-06-05,995.45,1007.4,1003.88,997.89
3219,2017-06-02,987.07,996.48,996.12,988.59
3218,2017-06-01,981.29,993.14,988.29,990.96
3217,2017-05-31,981.68,999.6,987.09,996.21
3216,2017-05-30,991.3601,997.62,996.17,992.5
3215,2017-05-26,987.36,996.39,993.27,992.0
3214,2017-05-25,977.82,995.78,991.86,979.0
3213,2017-05-24,971.6299,978.115,977.61,975.26
3212,2017-05-23,964.5,974.51,970.55,969.96
3211,2017-05-22,956.56,964.82,964.07,957.0
3210,2017-05-19,952.0,959.56,954.65,952.82
3209,2017-05-18,941.27,954.18,950.5,943.2
3208,2017-05-17,940.06,960.99,942.17,959.7
3207,2017-05-16,960.35,965.8955,964.61,963.55
3206,2017-05-15,952.82,962.7,959.22,955.29
3205,2017-05-12,952.06,957.98,955.14,957.85
3204,2017-05-11,948.61,957.99,955.89,951.29
3203,2017-05-10,949.84,956.71,954.84,956.22
3202,2017-05-09,954.4,962.2,956.71,961.33
3201,2017-05-08,947.395,960.99,958.69,947.45
3200,2017-05-05,948.0986,958.4395,950.28,956.72
3199,2017-05-04,947.37,959.14,954.72,950.29
3198,2017-05-03,935.21,950.2,948.45,936.05
3197,2017-05-02,931.0,942.985,937.09,933.27
3196,2017-05-01,920.8,935.82,932.82,924.15
3195,2017-04-28,923.22,935.9,924.52,929.0
3194,2017-04-27,887.18,893.3774,891.44,890.0
3193,2017-04-26,885.15,892.99,889.14,891.39
3192,2017-04-25,879.2801,892.25,888.84,882.26
3191,2017-04-24,866.11,879.96,878.93,868.44
3190,2017-04-21,857.73,862.44,858.95,860.62
3189,2017-04-20,857.5,863.93,860.08,859.74
3188,2017-04-19,853.5275,860.2,856.51,857.385
3187,2017-04-18,851.25,857.39,853.99,852.54
3186,2017-04-17,841.03,855.64,855.13,841.38
3185,2017-04-13,837.8503,843.73,840.18,841.04
3184,2017-04-12,837.59,843.72,841.46,838.46
3183,2017-04-11,834.6,844.63,839.88,841.7
3182,2017-04-10,840.79,846.7372,841.7,841.54
3181,2017-04-07,837.3,845.88,842.1,845.0
3180,2017-04-06,844.0,853.59,845.095,849.5
3179,2017-04-05,847.52,860.59,848.91,854.71
3178,2017-04-04,847.505,853.0,852.57,848.0
3177,2017-04-03,847.5298,859.0,856.75,848.75
3176,2017-03-31,845.2445,849.56,847.8,846.83
3175,2017-03-30,846.77,852.0,849.48,851.98
3174,2017-03-29,841.38,851.585,849.87,842.75
3173,2017-03-28,832.265,845.4,840.63,839.69
3172,2017-03-27,824.3,841.38,838.51,828.09
3171,2017-03-24,829.1,844.0,835.14,842.0
3170,2017-03-23,833.0,841.69,839.65,841.39
3169,2017-03-22,847.0,855.35,849.8,849.48
3168,2017-03-21,847.687,873.47,850.14,870.06
3167,2017-03-20,864.665,870.34,867.91,869.48
3166,2017-03-17,868.37,874.42,872.37,873.68
3165,2017-03-16,867.52,872.71,870.0,870.53
3164,2017-03-15,861.295,869.88,868.39,867.94
3163,2017-03-14,860.13,867.58,865.91,863.75
3162,2017-03-13,860.82,867.13,864.58,860.83
3161,2017-03-10,857.61,864.229,861.405,862.7
3160,2017-03-09,852.67,860.71,857.84,853.69
3159,2017-03-08,851.25,856.93,853.64,853.12
3158,2017-03-07,845.52,853.33,851.15,847.26
3157,2017-03-06,841.17,848.94,847.27,846.86
3156,2017-03-03,844.705,850.82,849.08,848.94
3155,2017-03-02,848.72,856.49,849.85,856.31
3154,2017-03-01,849.02,858.0,856.75,851.38
3153,2017-02-28,841.4422,848.83,844.93,847.35
3152,2017-02-27,843.01,850.67,849.67,844.95
3151,2017-02-24,842.9601,848.36,847.81,847.65
3150,2017-02-23,842.5,852.62,851.0,851.08
3149,2017-02-22,846.7101,853.79,851.36,848.0
3148,2017-02-21,846.55,852.2,849.27,847.99
3147,2017-02-17,839.78,846.94,846.55,841.31
3146,2017-02-16,837.26,842.69,842.17,838.5
3145,2017-02-15,836.22,841.7725,837.32,838.81
3144,2017-02-14,835.83,842.0,840.03,839.77
3143,2017-02-13,836.246,841.735,838.96,837.7
3142,2017-02-10,830.51,837.15,834.85,832.95
3141,2017-02-09,826.5,831.98,830.06,831.73
3140,2017-02-08,825.11,834.25,829.88,830.53
3139,2017-02-07,823.2926,831.92,829.23,825.5
3138,2017-02-06,814.29,822.39,821.62,820.92
3137,2017-02-03,819.35,826.13,820.13,823.13
3136,2017-02-02,812.051,824.56,818.26,815.0
3135,2017-02-01,812.25,824.0,815.24,824.0
3134,2017-01-31,813.4,823.07,820.19,819.5
3133,2017-01-30,821.03,837.23,823.83,837.06
3132,2017-01-27,841.9,867.0,845.03,859.0
3131,2017-01-26,850.5201,861.0,856.98,859.05
3130,2017-01-25,849.74,858.7936,858.45,853.55
3129,2017-01-24,842.28,851.52,849.53,846.98
3128,2017-01-23,828.7,845.5428,844.43,831.61
3127,2017-01-20,824.6,829.24,828.17,829.09
3126,2017-01-19,823.96,832.9999,824.37,829.0
3125,2017-01-18,824.08,829.81,829.02,829.8
3124,2017-01-17,823.2001,830.18,827.46,830.0
3123,2017-01-13,829.52,834.65,830.94,831.0
3122,2017-01-12,821.01,830.38,829.53,828.38
3121,2017-01-11,821.47,829.9,829.86,826.62
3120,2017-01-10,823.14,829.41,826.01,827.07
3119,2017-01-09,821.62,830.43,827.18,826.37
3118,2017-01-06,811.5,828.96,825.21,814.99
3117,2017-01-05,805.92,813.74,813.02,807.5
3116,2017-01-04,804.11,813.43,807.77,809.89
3115,2017-01-03,796.89,811.435,808.01,800.62
3114,2016-12-30,789.62,803.285,792.45,803.21
3113,2016-12-29,798.144,805.75,802.88,802.33
3112,2016-12-28,802.44,813.33,804.57,813.33
3111,2016-12-27,805.8,816.0,809.93,808.68
3110,2016-12-23,805.11,810.9696,807.8,808.01
3109,2016-12-22,806.03,811.07,809.68,809.1
3108,2016-12-21,805.1,815.72,812.2,815.72
3107,2016-12-20,811.0,816.49,815.2,813.37
3106,2016-12-19,804.5,816.22,812.5,809.28
3105,2016-12-16,808.12,819.2,809.84,818.31
3104,2016-12-15,812.0,823.0,815.65,817.36
3103,2016-12-14,812.78,824.26,817.89,815.92
3102,2016-12-13,811.94,824.3,815.34,812.39
3101,2016-12-12,804.5311,811.35,807.9,804.82
3100,2016-12-09,798.05,809.95,809.45,799.3
3099,2016-12-08,787.905,799.0,795.17,792.95
3098,2016-12-07,773.53,792.0,791.47,779.95
3097,2016-12-06,773.32,785.28,776.18,780.19
3096,2016-12-05,766.9686,780.0,778.22,770.0
3095,2016-12-02,759.0,770.5,764.46,761.9
3094,2016-12-01,753.36,778.6,764.33,778.55
3093,2016-11-30,773.145,791.51,775.88,789.1
3092,2016-11-29,785.34,796.44,789.44,788.38
3091,2016-11-28,778.1,799.74,785.79,778.35
3090,2016-11-25,778.19,782.9,780.23,782.61
3089,2016-11-23,772.65,789.52,779.0,789.52
3088,2016-11-22,783.74,793.77,785.0,788.99
3087,2016-11-21,776.3,786.55,784.8,778.1
3086,2016-11-18,775.35,791.29,775.97,787.17
3085,2016-11-17,779.85,788.9,786.16,782.5
3084,2016-11-16,766.33,783.5,779.98,770.42
3083,2016-11-15,765.22,780.2376,775.16,765.47
3082,2016-11-14,743.59,771.78,753.22,771.76
3081,2016-11-11,765.54,777.29,771.75,776.81
3080,2016-11-10,768.23,810.06,780.29,810.0
3079,2016-11-09,792.035,811.71,805.59,801.83
3078,2016-11-08,799.62,816.04,811.98,802.03
3077,2016-11-07,792.9,805.0,802.03,794.95
3076,2016-11-04,771.0043,788.48,781.1,771.3
3075,2016-11-03,778.63,790.0,782.19,784.5
3074,2016-11-02,785.0,806.76,788.42,806.76
3073,2016-11-01,798.26,813.96,805.48,810.87
3072,2016-10-31,808.0,822.63,809.9,822.43
3071,2016-10-28,817.0,839.0,819.56,829.94
3070,2016-10-27,814.61,826.58,817.35,823.01
3069,2016-10-26,816.35,827.71,822.1,827.12
3068,2016-10-25,825.3005,838.5,828.55,838.5
3067,2016-10-24,829.04,837.94,835.74,830.09
3066,2016-10-21,818.31,824.29,824.06,820.0
3065,2016-10-20,820.55,828.465,821.63,827.56
3064,2016-10-19,823.205,829.81,827.09,824.52
3063,2016-10-18,813.33,828.81,821.49,814.21
3062,2016-10-17,803.83,813.49,806.84,805.99
3061,2016-10-14,802.32,810.09,804.6,807.45
3060,2016-10-13,798.62,806.56,804.08,806.07
3059,2016-10-12,808.5545,814.5,811.77,811.96
3058,2016-10-11,807.37,819.86,809.57,814.17
3057,2016-10-10,802.24,817.38,814.17,803.93
3056,2016-10-07,796.82,805.94,800.71,805.93
3055,2016-10-06,800.51,806.945,803.08,804.08
3054,2016-10-05,800.71,808.5,801.23,806.0
3053,2016-10-04,799.67,806.5,802.79,805.0
3052,2016-10-03,796.23,803.54,800.38,802.55
3051,2016-09-30,801.5,808.09,804.06,803.6
3050,2016-09-29,800.855,813.91,802.64,807.23
3049,2016-09-28,802.7803,810.25,810.06,804.08
3048,2016-09-27,801.83,813.49,810.73,801.83
3047,2016-09-26,800.45,810.08,802.65,809.82
3046,2016-09-23,812.73,817.0,814.96,815.14
3045,2016-09-22,807.71,819.06,815.95,810.0
3044,2016-09-21,796.03,805.91,805.03,801.26
3043,2016-09-20,798.26,802.75,799.78,800.0
3042,2016-09-19,793.56,803.99,795.39,801.11
3041,2016-09-16,793.62,799.02,797.97,799.02
3040,2016-09-15,788.66,803.645,801.23,790.01
3039,2016-09-14,787.53,796.33,790.46,787.53
3038,2016-09-13,784.33,795.79,788.72,794.01
3037,2016-09-12,783.5,800.17,798.82,784.52
3036,2016-09-09,788.05,801.75,788.48,798.77
3035,2016-09-08,801.0101,808.42,802.84,805.22
3034,2016-09-07,803.72,810.6,807.99,807.93
3033,2016-09-06,795.43,810.89,808.02,798.39
3032,2016-09-02,793.26,797.1,796.87,795.27
3031,2016-09-01,786.33,792.89,791.4,791.98
3030,2016-08-31,787.2,791.57,789.85,789.6
3029,2016-08-30,789.47,798.0,791.92,792.88
3028,2016-08-29,790.32,798.52,795.82,793.05
3027,2016-08-26,789.4069,799.4,793.22,792.49
3026,2016-08-25,787.23,794.72,791.3,792.0
3025,2016-08-24,790.76,798.46,793.6,796.86
3024,2016-08-23,795.99,801.0,796.59,800.48
3023,2016-08-22,794.33,799.3,796.95,798.51
3022,2016-08-19,796.88,801.23,799.65,799.79
3021,2016-08-18,801.63,808.0,802.75,805.36
3020,2016-08-17,796.3,805.63,805.42,800.0
3019,2016-08-16,797.0,804.26,801.19,803.5
3018,2016-08-15,804.03,811.36,805.96,807.21
3017,2016-08-12,803.64,807.19,807.05,805.09
3016,2016-08-11,806.0,813.879,808.2,810.47
3015,2016-08-10,806.49,810.879,808.49,807.05
3014,2016-08-09,804.06,813.33,807.48,804.49
3013,2016-08-08,801.69,807.6,805.23,806.0
3012,2016-08-05,797.81,807.22,806.93,800.11
3011,2016-08-04,793.92,800.2,797.25,798.24
3010,2016-08-03,793.02,799.54,798.92,796.47
3009,2016-08-02,794.53,802.32,800.12,797.33
3008,2016-08-01,785.04,807.49,800.94,786.67
3007,2016-07-29,790.0,803.94,791.34,797.71
3006,2016-07-28,759.09,768.97,765.84,768.84
3005,2016-07-27,755.93,764.45,761.97,758.97
3004,2016-07-26,752.7503,759.26,757.65,757.52
3003,2016-07-25,754.07,759.8249,757.52,757.68
3002,2016-07-22,752.655,759.45,759.28,757.32
3001,2016-07-21,751.52,758.15,754.41,757.0
3000,2016-07-20,754.05,760.64,757.08,754.05
2999,2016-07-19,748.489,756.59,753.41,749.87
2998,2016-07-18,736.51,755.1369,753.2,737.91
2997,2016-07-15,734.64,741.0,735.63,741.0
2996,2016-07-14,730.59,736.14,735.8,733.94
2995,2016-07-13,729.02,735.52,729.48,735.52
2994,2016-07-12,727.5,735.6,732.51,731.92
2993,2016-07-11,718.865,728.9289,727.2,719.42
2992,2016-07-08,708.11,717.9,717.78,710.56
2991,2016-07-07,700.67,710.17,707.26,710.11
2990,2016-07-06,699.0,713.0,708.97,699.84
2989,2016-07-05,699.13,708.12,704.89,705.01
2988,2016-07-01,703.73,712.53,710.25,705.1
2987,2016-06-30,694.9015,703.77,703.53,697.65
2986,2016-06-29,692.6834,699.5,695.19,694.26
2985,2016-06-28,684.85,692.7399,691.26,691.37
2984,2016-06-27,672.66,683.325,681.14,682.49
2983,2016-06-24,684.91,705.0,685.2,690.17
2982,2016-06-23,700.25,714.88,714.87,710.55
2981,2016-06-22,705.88,714.21,710.47,714.05
2980,2016-06-21,704.66,715.38,708.88,710.05
2979,2016-06-20,705.41,715.87,706.13,710.31
2978,2016-06-17,701.12,721.39,704.25,721.39
2977,2016-06-16,715.54,730.39,724.25,727.96
2976,2016-06-15,731.31,737.15,732.19,734.92
2975,2016-06-14,726.5,736.0,733.25,729.31
2974,2016-06-13,729.82,739.0,731.88,729.82
2973,2016-06-10,730.51,739.64,733.19,735.95
2972,2016-06-09,736.5,743.93,742.52,737.07
2971,2016-06-08,735.765,743.81,742.93,739.5
2970,2016-06-07,730.8,736.71,731.09,733.27
2969,2016-06-06,728.29,738.5,730.06,738.5
2968,2016-06-03,733.91,741.49,735.86,741.49
2967,2016-06-02,737.0,747.3,744.27,746.1
2966,2016-06-01,744.34,751.37,748.46,748.47
2965,2016-05-31,745.57,753.48,748.85,748.76
2964,2016-05-27,737.01,747.91,747.6,737.51
2963,2016-05-26,733.0,741.1,736.93,736.0
2962,2016-05-25,732.6,739.89,738.1,735.0
2961,2016-05-24,719.645,734.2,733.03,719.85
2960,2016-05-23,716.94,723.4999,717.25,719.98
2959,2016-05-20,715.01,727.7,721.71,716.46
2958,2016-05-19,710.305,720.5,715.31,718.3
2957,2016-05-18,715.02,725.57,721.78,718.5
2956,2016-05-17,718.0,735.85,720.19,731.06
2955,2016-05-16,720.0,732.68,730.3,724.32
2954,2016-05-13,723.51,731.29,724.83,726.62
2953,2016-05-12,724.27,735.37,728.07,732.0
2952,2016-05-11,727.9025,740.8,730.55,740.52
2951,2016-05-10,731.61,740.0,739.38,734.96
2950,2016-05-09,723.5,734.29,729.13,726.7
2949,2016-05-06,711.95,725.99,725.18,712.2
2948,2016-05-05,709.4501,717.55,714.71,715.0
2947,2016-05-04,704.05,715.05,711.37,706.77
2946,2016-05-03,707.33,713.37,708.44,712.5
2945,2016-05-02,706.36,715.41,714.41,711.92
2944,2016-04-29,703.78,712.11,707.88,704.12
2943,2016-04-28,703.2,729.26,705.06,723.29
2942,2016-04-27,709.08,727.15,721.46,725.32
2941,2016-04-26,720.32,745.59,725.37,744.42
2940,2016-04-25,735.1,744.88,742.21,735.35
2939,2016-04-22,730.37,753.92,737.77,743.91
2938,2016-04-21,771.55,781.6799,780.0,777.31
2937,2016-04-20,771.27,779.66,774.92,779.16
2936,2016-04-19,770.27,790.95,776.25,790.5
2935,2016-04-18,777.61,788.55,787.68,780.19
2934,2016-04-15,774.9301,780.93,780.0,775.5
2933,2016-04-14,773.22,779.61,775.39,775.36
2932,2016-04-13,764.5908,775.75,771.91,770.31
2931,2016-04-12,751.565,764.92,764.32,758.43
2930,2016-04-11,757.34,767.22,757.54,765.45
2929,2016-04-08,755.77,767.13,759.47,765.87
2928,2016-04-07,757.5,769.36,760.12,765.32
2927,2016-04-06,756.3,768.42,768.07,757.84
2926,2016-04-05,755.6,762.87,758.57,758.13
2925,2016-04-04,761.785,772.44,765.12,769.51
2924,2016-04-01,755.2,770.04,769.67,757.16
2923,2016-03-31,758.25,769.0842,762.9,768.34
2922,2016-03-30,767.58,777.31,768.34,768.21
2921,2016-03-29,748.29,767.18,765.89,753.68
2920,2016-03-28,752.04,758.3,753.28,756.17
2919,2016-03-24,750.5,757.555,754.84,751.2
2918,2016-03-23,756.03,765.39,757.56,763.35
2917,2016-03-22,757.875,765.0,760.05,758.44
2916,2016-03-21,751.27,763.34,762.16,753.91
2915,2016-03-18,751.82,762.14,755.41,761.63
2914,2016-03-17,757.36,765.34,758.48,757.65
2913,2016-03-16,746.5,759.0,757.36,749.05
2912,2016-03-15,742.84,753.01,750.57,746.02
2911,2016-03-14,743.6625,754.26,750.24,744.97
2910,2016-03-11,736.7,744.9,744.87,739.95
2909,2016-03-10,723.29,736.54,732.17,727.79
2908,2016-03-09,712.66,726.24,725.41,715.165
2907,2016-03-08,704.0,722.25,713.53,708.39
2906,2016-03-07,705.14,727.21,712.8,725.15
2905,2016-03-04,725.62,735.0,730.22,734.8
2904,2016-03-03,729.63,741.0,731.59,739.48
2903,2016-03-02,733.25,743.121,739.48,742.87
2902,2016-03-01,718.64,742.33,742.17,721.3
2901,2016-02-29,716.84,730.6,717.22,721.0
2900,2016-02-26,721.9392,736.16,724.86,733.6
2899,2016-02-25,713.23,729.51,729.12,722.93
2898,2016-02-24,702.02,721.22,720.9,710.61
2897,2016-02-23,715.67,730.9,717.29,726.1
